,id,cuisine
2504,5339,southern_us
2505,8192,greek
2506,4831,korean
2507,9134,indian
2508,49500,indian
2509,45456,cajun_creole
2510,47506,indian
2511,43238,mexican
2512,43910,french
2513,36829,thai
2514,2771,italian
2515,14712,southern_us
2516,37718,mexican
2517,5264,french
2518,26273,chinese
2519,48641,italian
2520,46990,indian
2521,26575,southern_us
2522,43906,filipino
2523,30518,mexican
2524,45950,southern_us
2525,15967,cajun_creole
2526,25115,irish
2527,15112,chinese
2528,34860,cajun_creole
2529,32100,italian
2530,11239,korean
2531,809,italian
2532,9212,italian
2533,34741,southern_us
2534,29409,mexican
2535,39986,indian
2536,21487,italian
2537,36981,italian
2538,19115,indian
2539,37110,mexican
2540,36185,chinese
2541,26244,korean
2542,18026,filipino
2543,36961,indian
2544,14384,mexican
2545,6039,british
2546,31871,italian
2547,35841,mexican
2548,16074,southern_us
2549,39180,southern_us
2550,19331,italian
2551,8658,italian
2552,49574,mexican
2553,25237,mexican
2554,6947,italian
2555,5309,italian
2556,35914,italian
2557,14715,brazilian
2558,47994,british
2559,11508,japanese
2560,41662,greek
2561,39047,french
2562,22933,french
2563,5016,japanese
2564,49449,italian
2565,39029,southern_us
2566,1721,cajun_creole
2567,41864,french
2568,17358,mexican
2569,36847,mexican
2570,34812,indian
2571,5486,southern_us
2572,2492,chinese
2573,45624,mexican
2574,7576,brazilian
2575,34773,korean
2576,16904,chinese
2577,4279,mexican
2578,38068,french
2579,7370,indian
2580,23586,brazilian
2581,48790,mexican
2582,26717,italian
2583,32749,italian
2584,42536,chinese
2585,5372,french
2586,37143,southern_us
2587,37244,italian
2588,27674,chinese
2589,778,japanese
2590,14686,jamaican
2591,9274,mexican
2592,37769,italian
2593,12871,italian
2594,38528,mexican
2595,32968,italian
2596,6275,italian
2597,4732,southern_us
2598,9452,indian
2599,29194,indian
2600,16627,southern_us
2601,5127,chinese
2602,26447,indian
2603,11489,indian
2604,23884,indian
2605,14545,moroccan
2606,19620,mexican
2607,9771,irish
2608,21265,mexican
2609,38249,italian
2610,3483,irish
2611,21262,italian
2612,14605,korean
2613,9448,indian
2614,15750,italian
2615,6413,italian
2616,17585,cajun_creole
2617,10057,chinese
2618,29462,brazilian
2619,18943,italian
2620,22591,mexican
2621,32048,cajun_creole
2622,32249,french
2623,39578,japanese
2624,21724,spanish
2625,27119,southern_us
2626,25094,filipino
2627,41200,british
2628,33033,chinese
2629,21389,british
2630,49103,italian
2631,12519,greek
2632,26913,indian
2633,12460,italian
2634,3397,cajun_creole
2635,3502,chinese
2636,42877,cajun_creole
2637,249,chinese
2638,46008,french
2639,14185,mexican
2640,20873,french
2641,11722,southern_us
2642,24883,indian
2643,3932,italian
2644,25728,indian
2645,16428,italian
2646,7887,mexican
2647,48364,japanese
2648,47197,french
2649,28640,cajun_creole
2650,16758,chinese
2651,39135,italian
2652,33302,brazilian
2653,23677,brazilian
2654,25509,japanese
2655,35746,korean
2656,46195,italian
2657,19788,brazilian
2658,18888,chinese
2659,21153,indian
2660,44672,british
2661,48707,italian
2662,2232,indian
2663,36081,vietnamese
2664,948,italian
2665,24512,indian
2666,24382,french
2667,40648,french
2668,48886,southern_us
2669,21967,italian
2670,40119,italian
2671,38221,indian
2672,49494,cajun_creole
2673,17286,italian
2674,10421,mexican
2675,13088,italian
2676,34348,indian
2677,15405,french
2678,15218,mexican
2679,40233,vietnamese
2680,26098,filipino
2681,17221,mexican
2682,25198,chinese
2683,22532,chinese
2684,41563,indian
2685,2554,british
2686,38170,mexican
2687,29476,greek
2688,33384,spanish
2689,5770,korean
2690,5628,chinese
2691,44069,italian
2692,18530,french
2693,22369,thai
2694,9498,italian
2695,26476,french
2696,29939,italian
2697,9336,jamaican
2698,26377,mexican
2699,18442,italian
2700,13470,filipino
2701,34689,italian
2702,11016,southern_us
2703,28985,irish
2704,25293,french
2705,569,british
2706,29992,indian
2707,20363,italian
2708,6981,russian
2709,30154,british
2710,39960,southern_us
2711,25975,french
2712,4029,indian
2713,49081,southern_us
2714,7493,chinese
2715,10393,mexican
2716,6915,french
2717,42310,japanese
2718,15612,mexican
2719,23160,french
2720,37897,french
2721,44731,italian
2722,3460,italian
2723,29855,italian
2724,31140,korean
2725,4481,southern_us
2726,30882,french
2727,511,korean
2728,1120,spanish
2729,42651,japanese
2730,18209,irish
2731,38368,chinese
2732,31783,japanese
2733,37589,italian
2734,17752,japanese
2735,37020,indian
2736,19503,italian
2737,2718,mexican
2738,28365,italian
2739,45843,french
2740,4514,filipino
2741,4311,chinese
2742,41356,cajun_creole
2743,12022,french
2744,6846,indian
2745,8983,indian
2746,47589,french
2747,14859,southern_us
2748,20035,filipino
2749,732,thai
2750,38568,irish
2751,10871,brazilian
2752,42540,indian
2753,48782,irish
2754,17988,italian
2755,8147,chinese
2756,32029,indian
2757,25598,italian
2758,8695,japanese
2759,11213,mexican
2760,21053,italian
2761,29154,french
2762,33691,japanese
2763,32129,southern_us
2764,43787,french
2765,40642,french
2766,39782,french
2767,38430,italian
2768,33438,chinese
2769,31602,southern_us
2770,17581,british
2771,25169,southern_us
2772,35755,italian
2773,33544,mexican
2774,34252,french
2775,30764,italian
2776,44946,indian
2777,716,mexican
2778,24668,italian
2779,24270,chinese
2780,13165,spanish
2781,33758,italian
2782,3090,vietnamese
2783,43987,french
2784,39021,greek
2785,44460,greek
2786,29876,southern_us
2787,17737,indian
2788,36772,indian
2789,18174,indian
2790,20924,british
2791,39098,italian
2792,32571,mexican
2793,26957,chinese
2794,11363,mexican
2795,20736,vietnamese
2796,42639,chinese
2797,43350,indian
2798,15451,italian
2799,45175,mexican
2800,5652,french
2801,1569,korean
2802,39036,chinese
2803,13673,japanese
2804,1550,mexican
2805,38553,southern_us
2806,38594,japanese
2807,3220,mexican
2808,24686,mexican
2809,10863,french
2810,46683,chinese
2811,5113,filipino
2812,34967,italian
2813,15420,french
2814,9607,french
2815,7190,mexican
2816,7482,italian
2817,3928,italian
2818,11288,indian
2819,1948,indian
2820,6590,indian
2821,20275,indian
2822,14212,southern_us
2823,47990,southern_us
2824,36653,italian
2825,22436,italian
2826,34790,indian
2827,45752,filipino
2828,19159,french
2829,14515,italian
2830,27510,french
2831,38699,italian
2832,34959,french
2833,7206,indian
2834,2316,italian
2835,18823,mexican
2836,1909,italian
2837,48313,cajun_creole
2838,5844,french
2839,29975,spanish
2840,41091,indian
2841,9532,southern_us
2842,46569,french
2843,10399,chinese
2844,42934,mexican
2845,2688,mexican
2846,27095,chinese
2847,12476,russian
2848,23070,mexican
2849,9837,italian
2850,45829,chinese
2851,31887,indian
2852,28518,southern_us
2853,47168,spanish
2854,45321,italian
2855,20662,italian
2856,9699,thai
2857,41018,british
2858,705,british
2859,42898,mexican
2860,633,indian
2861,31443,japanese
2862,18613,mexican
2863,19060,british
2864,17845,italian
2865,1534,italian
2866,41786,french
2867,31656,brazilian
2868,17330,italian
2869,7048,french
2870,7938,british
2871,46208,indian
2872,33759,italian
2873,5526,mexican
2874,26943,italian
2875,20701,italian
2876,35701,filipino
2877,36687,italian
2878,21401,southern_us
2879,376,french
2880,6980,french
2881,39402,italian
2882,43095,mexican
2883,18576,cajun_creole
2884,39720,indian
2885,17526,british
2886,27549,italian
2887,27123,italian
2888,22979,southern_us
2889,46113,mexican
2890,31557,mexican
2891,20414,brazilian
2892,14487,thai
2893,24881,italian
2894,17955,irish
2895,39109,southern_us
2896,35576,italian
2897,25876,british
2898,24669,mexican
2899,22261,korean
2900,832,indian
2901,29742,italian
2902,21381,jamaican
2903,34322,indian
2904,7224,japanese
2905,17978,indian
2906,9438,mexican
2907,9458,japanese
2908,41045,indian
2909,34614,mexican
2910,16651,italian
2911,8230,southern_us
2912,39372,chinese
2913,39357,chinese
2914,44341,mexican
2915,42052,french
2916,45208,italian
2917,28626,british
2918,48345,moroccan
2919,37791,brazilian
2920,15227,chinese
2921,24053,japanese
2922,17716,french
2923,6087,british
2924,28000,british
2925,4320,italian
2926,21783,italian
2927,16148,mexican
2928,47562,italian
2929,31541,italian
2930,43574,french
2931,45475,italian
2932,16953,southern_us
2933,5239,chinese
2934,4595,mexican
2935,37279,french
2936,33264,italian
2937,30484,british
2938,9200,cajun_creole
2939,7457,chinese
2940,42413,vietnamese
2941,18484,vietnamese
2942,20985,mexican
2943,29503,indian
2944,45242,italian
2945,46953,filipino
2946,13948,mexican
2947,1623,italian
2948,33251,italian
2949,6148,french
2950,30392,filipino
2951,144,chinese
2952,20602,southern_us
2953,48085,french
2954,14896,italian
2955,47518,thai
2956,29161,italian
2957,39363,chinese
2958,694,mexican
2959,3887,italian
2960,12671,southern_us
2961,31117,cajun_creole
2962,14714,italian
2963,29993,thai
2964,20639,italian
2965,17665,greek
2966,3969,indian
2967,11014,mexican
2968,19530,southern_us
2969,17271,mexican
2970,30457,french
2971,22989,mexican
2972,45756,indian
2973,20297,chinese
2974,10942,cajun_creole
2975,35686,mexican
2976,13032,italian
2977,7951,cajun_creole
2978,20432,indian
2979,17971,mexican
2980,4128,southern_us
2981,7589,cajun_creole
2982,18816,chinese
2983,12650,chinese
2984,418,greek
2985,36366,italian
2986,32991,mexican
2987,6424,italian
2988,8134,indian
2989,39280,southern_us
2990,3091,italian
2991,23382,french
2992,34090,italian
2993,23320,southern_us
2994,14962,french
2995,42047,mexican
2996,44805,mexican
2997,36584,indian
2998,3016,southern_us
2999,6391,filipino
3000,38188,italian
3001,1784,mexican
3002,18300,indian
3003,3856,italian
3004,41841,mexican
3005,16837,greek
3006,23687,british
3007,38118,indian
3008,27801,japanese
3009,17096,chinese
3010,20235,cajun_creole
3011,13288,british
3012,26749,filipino
3013,19084,mexican
3014,35200,chinese
3015,41073,greek
3016,28016,brazilian
3017,18431,french
3018,22228,japanese
3019,27456,spanish
3020,325,italian
3021,6543,italian
3022,7062,italian
3023,49221,french
3024,44536,italian
3025,24865,indian
3026,26543,irish
3027,10096,british
3028,38273,italian
3029,6710,jamaican
3030,49243,french
3031,19624,italian
3032,24435,cajun_creole
3033,14883,italian
3034,22516,french
3035,587,mexican
3036,40539,mexican
3037,11208,japanese
3038,18273,greek
3039,22762,japanese
3040,13300,vietnamese
3041,42245,italian
3042,14177,greek
3043,4184,moroccan
3044,14277,southern_us
3045,41308,italian
3046,34438,italian
3047,9805,korean
3048,38007,brazilian
3049,23919,indian
3050,13945,italian
3051,32279,indian
3052,17456,italian
3053,47941,southern_us
3054,32310,italian
3055,44442,italian
3056,14163,italian
3057,27573,italian
3058,777,french
3059,44116,chinese
3060,13347,mexican
3061,29348,moroccan
3062,14219,southern_us
3063,39983,italian
3064,33682,italian
3065,21443,french
3066,47642,cajun_creole
3067,1759,italian
3068,1205,southern_us
3069,4794,british
3070,17408,japanese
3071,34666,mexican
3072,40237,greek
3073,13778,italian
3074,41289,italian
3075,3560,french
3076,35830,mexican
3077,11151,chinese
3078,12789,cajun_creole
3079,21166,italian
3080,24716,french
3081,25586,mexican
3082,11046,southern_us
3083,31793,thai
3084,28746,italian
3085,7226,korean
3086,30991,southern_us
3087,47476,irish
3088,30626,southern_us
3089,49367,filipino
3090,35754,indian
3091,4247,chinese
3092,49423,italian
3093,22295,french
3094,2749,chinese
3095,685,indian
3096,30988,french
3097,46285,greek
3098,40492,italian
3099,22264,italian
3100,15921,mexican
3101,388,chinese
3102,33121,chinese
3103,35685,brazilian
3104,4416,italian
3105,17725,italian
3106,39525,indian
3107,27034,chinese
3108,28470,indian
3109,38953,mexican
3110,20045,mexican
3111,12896,mexican
3112,39573,greek
3113,8838,brazilian
3114,15399,italian
3115,39439,french
3116,26837,brazilian
3117,41220,french
3118,35968,chinese
3119,24335,moroccan
3120,10983,japanese
3121,5516,southern_us
3122,38894,vietnamese
3123,11887,greek
3124,31306,southern_us
3125,38578,indian
3126,3561,french
3127,45095,indian
3128,30969,italian
3129,14389,british
3130,29670,italian
3131,40995,southern_us
3132,33629,french
3133,10616,italian
3134,30886,italian
3135,18995,indian
3136,31098,filipino
3137,34607,italian
3138,48989,french
3139,44542,japanese
3140,47075,greek
3141,19228,chinese
3142,2685,southern_us
3143,11686,british
3144,9610,mexican
3145,30405,greek
3146,43666,indian
3147,32892,italian
3148,44741,indian
3149,6791,italian
3150,440,italian
3151,22693,mexican
3152,24328,japanese
3153,13800,japanese
3154,23873,french
3155,12767,southern_us
3156,5929,mexican
3157,20645,mexican
3158,20999,cajun_creole
3159,29995,italian
3160,35223,cajun_creole
3161,22414,greek
3162,23410,chinese
3163,36558,japanese
3164,13704,french
3165,41952,indian
3166,46915,cajun_creole
3167,47170,southern_us
3168,2295,indian
3169,46128,cajun_creole
3170,48349,french
3171,1482,korean
3172,26589,british
3173,9418,italian
3174,31356,chinese
3175,16052,indian
3176,43594,mexican
3177,29099,indian
3178,23472,italian
3179,34914,italian
3180,19404,thai
3181,28299,italian
3182,12314,french
3183,6047,southern_us
3184,37581,italian
3185,12750,filipino
3186,17498,japanese
3187,7694,italian
3188,14531,filipino
3189,26628,mexican
3190,8205,italian
3191,25101,italian
3192,29045,french
3193,20917,indian
3194,8311,greek
3195,10213,japanese
3196,15241,vietnamese
3197,46132,french
3198,15349,italian
3199,22580,mexican
3200,47335,italian
3201,17759,cajun_creole
3202,27633,greek
3203,42313,mexican
3204,47272,thai
3205,4553,mexican
3206,15235,indian
3207,34102,mexican
3208,21227,british
3209,9782,french
3210,6913,british
3211,11944,chinese
3212,19035,spanish
3213,9848,mexican
3214,42745,italian
3215,40846,italian
3216,27618,mexican
3217,41067,mexican
3218,13555,french
3219,18063,mexican
3220,16962,greek
3221,8415,french
3222,19041,cajun_creole
3223,38889,chinese
3224,32528,indian
3225,21750,japanese
3226,11344,chinese
3227,27945,chinese
3228,37025,japanese
3229,789,mexican
3230,25084,chinese
3231,6024,italian
3232,14741,indian
3233,20468,french
3234,26963,italian
3235,1451,indian
3236,27745,southern_us
3237,31347,cajun_creole
3238,46592,italian
3239,38107,indian
3240,5987,southern_us
3241,1808,french
3242,23783,greek
3243,28618,italian
3244,36764,chinese
3245,11326,mexican
3246,3020,chinese
3247,24326,italian
3248,34002,indian
3249,11499,french
3250,9268,italian
3251,49368,japanese
3252,44720,chinese
3253,13127,italian
3254,34494,indian
3255,48382,thai
3256,18585,indian
3257,40052,chinese
3258,46321,irish
3259,49561,cajun_creole
3260,9453,mexican
3261,19555,mexican
3262,17833,italian
3263,10196,southern_us
3264,35996,indian
3265,22530,italian
3266,44176,southern_us
3267,2669,italian
3268,10896,southern_us
3269,7343,filipino
3270,46255,indian
3271,27043,chinese
3272,20998,french
3273,12357,japanese
3274,36339,french
3275,45086,indian
3276,37690,southern_us
3277,37829,french
3278,3537,mexican
3279,5150,southern_us
3280,13,greek
3281,44579,greek
3282,8749,french
3283,131,mexican
3284,44306,southern_us
3285,19202,mexican
3286,21300,french
3287,27286,irish
3288,18297,italian
3289,4388,french
3290,22234,greek
3291,7359,indian
3292,39947,french
3293,6855,italian
3294,46057,indian
3295,33950,italian
3296,36009,french
3297,23732,italian
3298,21316,mexican
3299,32806,cajun_creole
3300,34343,jamaican
3301,11973,french
3302,2380,mexican
3303,30667,british
3304,42364,southern_us
3305,30258,italian
3306,34109,cajun_creole
3307,5265,italian
3308,123,mexican
3309,12498,french
3310,23713,mexican
3311,25176,italian
3312,28576,indian
3313,32563,italian
3314,38829,indian
3315,3835,mexican
3316,1960,southern_us
3317,43991,southern_us
3318,45136,brazilian
3319,41554,british
3320,10118,japanese
3321,43827,mexican
3322,32583,mexican
3323,31949,greek
3324,23574,chinese
3325,28211,cajun_creole
3326,21793,mexican
3327,25914,italian
3328,34735,italian
3329,26071,chinese
3330,9476,french
3331,29443,southern_us
3332,16966,cajun_creole
3333,6457,indian
3334,25882,italian
3335,48390,greek
3336,28356,southern_us
3337,15699,british
3338,2090,italian
3339,4686,greek
3340,27937,mexican
3341,25560,mexican
3342,38937,italian
3343,48670,southern_us
3344,2547,french
3345,17442,southern_us
3346,28669,italian
3347,4410,mexican
3348,36917,chinese
3349,46755,indian
3350,25321,british
3351,47019,chinese
3352,33077,cajun_creole
3353,11593,french
3354,44295,chinese
3355,46632,korean
3356,18503,british
3357,29030,british
3358,32516,french
3359,35128,southern_us
3360,41715,british
3361,49185,indian
3362,35517,italian
3363,13909,southern_us
3364,36886,southern_us
3365,29304,mexican
3366,29577,japanese
3367,24570,indian
3368,29466,chinese
3369,10724,indian
3370,30026,indian
3371,37133,indian
3372,29346,chinese
3373,32871,thai
3374,46420,filipino
3375,29083,japanese
3376,4402,italian
3377,15877,french
3378,33448,french
3379,3541,cajun_creole
3380,27704,indian
3381,28658,italian
3382,23793,italian
3383,11040,korean
3384,28419,italian
3385,37086,italian
3386,13965,chinese
3387,28674,greek
3388,5645,southern_us
3389,20756,mexican
3390,15548,french
3391,14495,indian
3392,11989,italian
3393,47482,vietnamese
3394,14101,mexican
3395,1289,italian
3396,49473,southern_us
3397,39161,chinese
3398,14452,french
3399,31489,indian
3400,15599,mexican
3401,28440,italian
3402,33624,mexican
3403,24090,filipino
3404,16137,french
3405,4819,french
3406,1377,southern_us
3407,47636,greek
3408,25907,chinese
3409,35894,mexican
3410,20315,mexican
3411,27199,jamaican
3412,34055,moroccan
3413,26938,indian
3414,5734,mexican
3415,32241,french
3416,2163,british
3417,20340,cajun_creole
3418,6278,indian
3419,49404,british
3420,36731,italian
3421,29165,italian
3422,24932,indian
3423,6591,italian
3424,14644,mexican
3425,43518,french
3426,28979,chinese
3427,45821,italian
3428,26627,british
3429,39139,brazilian
3430,3026,indian
3431,13204,italian
3432,762,chinese
3433,28036,french
3434,46514,mexican
3435,34536,spanish
3436,36484,indian
3437,5676,mexican
3438,13715,french
3439,43019,mexican
3440,2471,mexican
3441,34065,italian
3442,39362,french
3443,4987,indian
3444,28414,indian
3445,8710,british
3446,6610,french
3447,28847,chinese
3448,10560,southern_us
3449,32993,italian
3450,16912,mexican
3451,35262,italian
3452,46936,thai
3453,14553,cajun_creole
3454,17471,korean
3455,22897,italian
3456,2789,mexican
3457,3897,french
3458,22751,french
3459,16566,japanese
3460,23033,southern_us
3461,30500,cajun_creole
3462,13018,indian
3463,13077,french
3464,9177,mexican
3465,16012,greek
3466,5293,mexican
3467,35451,irish
3468,5591,greek
3469,44443,mexican
3470,36811,italian
3471,7031,indian
3472,11475,italian
3473,5556,italian
3474,33728,french
3475,46703,brazilian
3476,41776,italian
3477,4099,italian
3478,4251,italian
3479,29381,italian
3480,30300,korean
3481,27494,italian
3482,48254,southern_us
3483,32789,indian
3484,44569,french
3485,44160,italian
3486,18762,mexican
3487,23808,chinese
3488,11875,greek
3489,35843,indian
3490,4948,cajun_creole
3491,34713,thai
3492,8352,indian
3493,28407,mexican
3494,3506,southern_us
3495,44338,chinese
3496,38464,moroccan
3497,1139,indian
3498,12287,chinese
3499,27031,chinese
3500,42153,french
3501,42686,french
3502,44415,italian
3503,10072,southern_us
3504,8618,french
3505,14153,mexican
3506,23825,greek
3507,21440,chinese
3508,13366,cajun_creole
3509,24979,filipino
3510,33437,italian
3511,4864,british
3512,33017,greek
3513,15122,japanese
3514,42731,filipino
3515,8281,mexican
3516,2812,southern_us
3517,30683,irish
3518,24249,french
3519,12169,indian
3520,28629,italian
3521,32774,indian
3522,15181,italian
3523,44314,mexican
3524,37583,irish
3525,28069,italian
3526,33503,filipino
3527,24015,italian
3528,39333,chinese
3529,13414,chinese
3530,4855,italian
3531,6512,italian
3532,21974,spanish
3533,9062,mexican
3534,6243,french
3535,10675,mexican
3536,35788,french
3537,37372,chinese
3538,28810,japanese
3539,23045,italian
3540,21296,southern_us
3541,33484,southern_us
3542,30045,chinese
3543,17354,indian
3544,30061,indian
3545,41671,mexican
3546,13160,indian
3547,43260,mexican
3548,43992,chinese
3549,16117,french
3550,30403,greek
3551,37331,italian
3552,5456,italian
3553,26893,british
3554,44470,french
3555,38130,italian
3556,9361,mexican
3557,19320,french
3558,3545,korean
3559,25778,french
3560,34074,chinese
3561,34216,brazilian
3562,38817,brazilian
3563,20749,mexican
3564,31535,italian
3565,2052,cajun_creole
3566,18186,japanese
3567,49595,french
3568,47592,italian
3569,26011,italian
3570,23403,indian
3571,8005,italian
3572,19517,british
3573,10157,mexican
3574,47071,french
3575,22469,greek
3576,26224,italian
3577,29482,southern_us
3578,8227,chinese
3579,12580,british
3580,26385,brazilian
3581,49610,british
3582,6446,indian
3583,1766,mexican
3584,19538,filipino
3585,44811,irish
3586,16844,mexican
3587,28777,british
3588,28282,greek
3589,15025,italian
3590,35345,filipino
3591,21527,filipino
3592,26997,chinese
3593,40454,chinese
3594,2828,greek
3595,18980,chinese
3596,13604,mexican
3597,9911,mexican
3598,49684,chinese
3599,5056,indian
3600,2990,indian
3601,32016,cajun_creole
3602,37476,italian
3603,33761,chinese
3604,20280,british
3605,19266,french
3606,17492,italian
3607,29376,irish
3608,39788,mexican
3609,606,korean
3610,28514,brazilian
3611,8497,korean
3612,14688,cajun_creole
3613,6514,british
3614,22222,mexican
3615,40303,mexican
3616,23173,brazilian
3617,26842,italian
3618,38197,southern_us
3619,6680,indian
3620,11165,italian
3621,10077,vietnamese
3622,10703,korean
3623,32046,british
3624,40961,cajun_creole
3625,35596,jamaican
3626,1653,french
3627,3886,french
3628,14121,italian
3629,36351,italian
3630,32915,french
3631,5386,chinese
3632,40215,mexican
3633,183,mexican
3634,24641,mexican
3635,47715,vietnamese
3636,34390,mexican
3637,712,chinese
3638,12535,chinese
3639,49435,british
3640,30517,british
3641,3489,french
3642,1636,chinese
3643,30044,mexican
3644,24095,mexican
3645,22105,indian
3646,24627,japanese
3647,38840,southern_us
3648,9246,italian
3649,32088,mexican
3650,38769,brazilian
3651,5657,french
3652,15325,thai
3653,28603,italian
3654,42188,italian
3655,30446,italian
3656,1757,chinese
3657,32710,cajun_creole
3658,2136,british
3659,27690,indian
3660,35074,brazilian
3661,48873,mexican
3662,39277,japanese
3663,28708,french
3664,45762,chinese
3665,37933,italian
3666,4491,greek
3667,35597,korean
3668,15163,spanish
3669,25745,italian
3670,49614,mexican
3671,41946,french
3672,6372,greek
3673,39604,cajun_creole
3674,42983,italian
3675,19983,indian
3676,21892,moroccan
3677,20647,italian
3678,47368,japanese
3679,3557,chinese
3680,41749,italian
3681,31498,mexican
3682,19271,southern_us
3683,15640,french
3684,26181,italian
3685,22491,brazilian
3686,31939,irish
3687,35961,italian
3688,9811,southern_us
3689,40599,indian
3690,40190,indian
3691,16581,italian
3692,22637,jamaican
3693,37123,italian
3694,36020,cajun_creole
3695,2226,french
3696,43012,french
3697,13134,italian
3698,18749,french
3699,1692,british
3700,10138,irish
3701,25235,british
3702,13955,italian
3703,42655,mexican
3704,12415,italian
3705,7502,italian
3706,27394,southern_us
3707,44210,mexican
3708,5331,southern_us
3709,25173,italian
3710,48988,mexican
3711,20735,italian
3712,22048,italian
3713,27644,mexican
3714,43242,indian
3715,28368,mexican
3716,2429,italian
3717,25477,mexican
3718,30938,mexican
3719,29877,french
3720,30451,mexican
3721,48987,chinese
3722,17989,french
3723,13439,mexican
3724,33444,italian
3725,38794,italian
3726,37227,mexican
3727,39679,french
3728,34234,italian
3729,38038,chinese
3730,7274,italian
3731,18018,italian
3732,11450,mexican
3733,48160,cajun_creole
3734,21288,italian
3735,34704,chinese
3736,46684,italian
3737,7049,indian
3738,9116,mexican
3739,22485,chinese
3740,6346,japanese
3741,40269,greek
3742,35850,chinese
3743,1429,french
3744,19739,italian
3745,38972,italian
3746,39570,french
3747,43463,italian
3748,21757,italian
3749,36070,italian
3750,40550,cajun_creole
3751,22914,thai
3752,15074,italian
3753,41576,mexican
3754,46372,mexican
3755,8751,british
3756,47378,greek
3757,21143,japanese
3758,3818,indian
3759,48486,italian
3760,23388,french
3761,37216,french
3762,13142,cajun_creole
3763,828,indian
3764,18468,indian
3765,25554,mexican
3766,9863,italian
3767,12771,thai
3768,3066,greek
3769,35442,mexican
3770,25696,italian
3771,38136,french
3772,35825,italian
3773,28933,greek
3774,34629,southern_us
3775,22169,italian
3776,7028,korean
3777,37204,mexican
3778,16980,italian
3779,27356,french
3780,11736,italian
3781,1632,french
3782,1073,southern_us
3783,8236,indian
3784,42866,brazilian
3785,30904,thai
3786,35258,italian
3787,17290,french
3788,35929,indian
3789,46072,japanese
3790,46763,french
3791,47664,italian
3792,45625,french
3793,31177,italian
3794,33941,italian
3795,12272,british
3796,48146,indian
3797,11812,french
3798,42795,mexican
3799,14372,french
3800,2964,mexican
3801,9236,southern_us
3802,18992,chinese
3803,30902,british
3804,30939,italian
3805,20108,italian
3806,6562,indian
3807,46412,italian
3808,8034,french
3809,37521,southern_us
3810,46651,italian
3811,32493,jamaican
3812,3251,greek
3813,31825,southern_us
3814,2676,brazilian
3815,32140,italian
3816,5326,southern_us
3817,38240,italian
3818,45874,chinese
3819,17253,japanese
3820,25292,southern_us
3821,48666,indian
3822,49278,mexican
3823,47903,british
3824,42062,italian
3825,27885,italian
3826,21229,cajun_creole
3827,47629,chinese
3828,16695,indian
3829,5355,southern_us
3830,45369,mexican
3831,25736,italian
3832,29882,korean
3833,38900,mexican
3834,1508,southern_us
3835,2526,french
3836,16563,mexican
3837,49060,french
3838,31448,southern_us
3839,36746,vietnamese
3840,1280,southern_us
3841,41950,brazilian
3842,25948,italian
3843,35444,filipino
3844,2881,british
3845,44080,southern_us
3846,4446,british
3847,47106,indian
3848,15521,french
3849,44359,southern_us
3850,48967,cajun_creole
3851,1599,italian
3852,44514,greek
3853,7140,vietnamese
3854,27656,cajun_creole
3855,35581,italian
3856,6359,chinese
3857,41639,chinese
3858,42680,cajun_creole
3859,31520,mexican
3860,47846,mexican
3861,7993,italian
3862,2996,italian
3863,27737,italian
3864,27427,italian
3865,3734,italian
3866,44673,italian
3867,43924,chinese
3868,18628,greek
3869,3596,filipino
3870,37666,southern_us
3871,14633,italian
3872,36259,indian
3873,19752,mexican
3874,16697,brazilian
3875,9550,mexican
3876,20813,british
3877,34356,italian
3878,3583,irish
3879,14148,chinese
3880,28329,italian
3881,166,mexican
3882,12368,french
3883,32261,indian
3884,35306,french
3885,1414,japanese
3886,45051,italian
3887,20767,mexican
3888,23450,italian
3889,404,italian
3890,527,japanese
3891,25416,thai
3892,25409,french
3893,34603,chinese
3894,20266,mexican
3895,9513,french
3896,7794,indian
3897,19429,indian
3898,11328,indian
3899,49242,mexican
3900,40411,chinese
3901,46424,italian
3902,1634,southern_us
3903,47221,thai
3904,3963,southern_us
3905,15515,italian
3906,6735,indian
3907,41899,southern_us
3908,36222,italian
3909,24468,italian
3910,9876,british
3911,33614,french
3912,42279,russian
3913,46846,british
3914,34711,korean
3915,39556,filipino
3916,1064,southern_us
3917,30080,brazilian
3918,6076,italian
3919,5670,spanish
3920,44525,indian
3921,19743,indian
3922,36205,french
3923,9030,italian
3924,39755,japanese
3925,39434,japanese
3926,37803,cajun_creole
3927,30053,italian
3928,11661,italian
3929,17918,french
3930,44237,italian
3931,38536,french
3932,47369,irish
3933,6108,mexican
3934,16807,indian
3935,41329,southern_us
3936,33582,korean
3937,9570,mexican
3938,47129,italian
3939,14268,italian
3940,8395,indian
3941,38977,mexican
3942,22716,southern_us
3943,25753,southern_us
3944,12018,mexican
3945,31659,chinese
3946,21149,french
3947,10328,indian
3948,33585,italian
3949,29192,italian
3950,46733,british
3951,12887,chinese
3952,24354,french
3953,39237,italian
3954,19430,cajun_creole
3955,39895,mexican
3956,34566,italian
3957,17889,korean
3958,40652,mexican
3959,31395,italian
3960,35908,mexican
3961,18341,mexican
3962,17745,mexican
3963,40560,mexican
3964,25097,italian
3965,31430,french
3966,25484,italian
3967,43668,chinese
3968,2184,indian
3969,12106,italian
3970,25747,indian
3971,11423,italian
3972,22403,indian
3973,2880,japanese
3974,15445,italian
3975,9825,mexican
